pn_id,part_number,slug,brand,equipment,confirmed_models,category,description,original_description_en,original_description_cn,model_evidence,verification,confidence,evidence_summary,source_files,page_h1,seo_title,meta_description,canonical_path,cta_text,rfq_path,import_status,last_verified_date
PN-001505,CN3-0904,cn3-0904,Sandvik / EIMCO,Underground LHD,ED10,Hose/Fitting,接头,,接头,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 8, item 32",伊泰LS190-ED10配件手册.pdf,CN3-0904 — 接头,CN3-0904 接头 | ED10 Spare Part,Verified part number CN3-0904: 接头 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/cn3-0904,Request Quote,/rfq/new?partNumber=CN3-0904,PUBLISHED_READY,2026-09-18
PN-001049,C2A4W8661,c2a4w8661,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,进口阀块,,进口阀块,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 8, item 33",伊泰LS190-ED10配件手册.pdf,C2A4W8661 — 进口阀块,C2A4W8661 进口阀块 | ED10 Spare Part,Verified part number C2A4W8661: 进口阀块 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/c2a4w8661,Request Quote,/rfq/new?partNumber=C2A4W8661,PUBLISHED_READY,2026-09-18
PN-001740,D60-12,d60-12,Sandvik / EIMCO,Underground LHD,ED10,Other,塞子,,塞子,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 8, item 34; ED10 parts manual page 35, item 12",伊泰LS190-ED10配件手册.pdf,D60-12 — 塞子,D60-12 塞子 | ED10 Spare Part,Verified part number D60-12: 塞子 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/d60-12,Request Quote,/rfq/new?partNumber=D60-12,PUBLISHED_READY,2026-09-18
PN-000194,450062508,450062508,Sandvik / EIMCO,Underground LHD,ED10,Fastener,平垫圈,,平垫圈 | 垫圈 | M10平垫圈 | 平垫圈，10毫米,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 8, item 35; ED10 parts manual page 13, item 16; ED10 parts manual page 18, item 12; ED10 parts manual page 26, item 13; ED10 parts manual page 39, item 29; ED10 parts manual page 42, item 8; ED10 parts manual page 46, item 2; ED10 parts manual page 49, item 15; ED10 parts manual page 57, item 21; ED10 parts manual page 67, item 15; ED10 parts manual page 69, item 12; ED10 parts manual page 173, item 22; ED10 parts manual page 183, item 33; ED10 parts manual page 192, item 20; ED10 parts manual page 275, item 9; ED10 parts manual page 283, item 7",伊泰LS190-ED10配件手册.pdf,450062508 — 平垫圈,450062508 平垫圈 | ED10 Spare Part,Verified part number 450062508: 平垫圈 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/450062508,Request Quote,/rfq/new?partNumber=450062508,PUBLISHED_READY,2026-09-18
PN-000197,450081022,450081022,Sandvik / EIMCO,Underground LHD,ED10,Fastener,弹簧垫圈,,弹簧垫圈 | 垫圈 | 弹簧垫圈，10毫米,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 8, item 36; ED10 parts manual page 13, item 17; ED10 parts manual page 18, item 13; ED10 parts manual page 26, item 14; ED10 parts manual page 28, item 16; ED10 parts manual page 46, item 3; ED10 parts manual page 49, item 16; ED10 parts manual page 67, item 16; ED10 parts manual page 173, item 19; ED10 parts manual page 176, item 21; ED10 parts manual page 176, item 31; ED10 parts manual page 183, item 16; ED10 parts manual page 183, item 36; ED10 parts manual page 192, item 21; ED10 parts manual page 275, item 10; ED10 parts manual page 285, item 2; ED10 parts manual page 294, item 3",伊泰LS190-ED10配件手册.pdf,450081022 — 弹簧垫圈,450081022 弹簧垫圈 | ED10 Spare Part,Verified part number 450081022: 弹簧垫圈 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/450081022,Request Quote,/rfq/new?partNumber=450081022,PUBLISHED_READY,2026-09-18
PN-000166,445502801,445502801,Sandvik / EIMCO,Underground LHD,ED10,Fastener,六角头螺栓,,六角头螺栓,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 8, item 37; ED10 parts manual page 42, item 7; ED10 parts manual page 67, item 14; ED10 parts manual page 183, item 39; ED10 parts manual page 283, item 10; ED10 parts manual page 285, item 1",伊泰LS190-ED10配件手册.pdf,445502801 — 六角头螺栓,445502801 六角头螺栓 | ED10 Spare Part,Verified part number 445502801: 六角头螺栓 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/445502801,Request Quote,/rfq/new?partNumber=445502801,PUBLISHED_READY,2026-09-18
PN-000588,A2U220-291248,a2u220-291248,Sandvik / EIMCO,Underground LHD,ED10,Structure,油尺，安装组,,油尺，安装组,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 8, item 38",伊泰LS190-ED10配件手册.pdf,A2U220-291248 — 油尺，安装组,A2U220-291248 油尺，安装组 | ED10 Spare Part,Verified part number A2U220-291248: 油尺，安装组 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiY,/part-number/a2u220-291248,Request Quote,/rfq/new?partNumber=A2U220-291248,PUBLISHED_READY,2026-09-18
PN-001598,D2900-12-50-17,d2900-12-50-17,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,液压软管,,液压软管,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 8, item 39",伊泰LS190-ED10配件手册.pdf,D2900-12-50-17 — 液压软管,D2900-12-50-17 液压软管 | ED10 Spare Part,Verified part number D2900-12-50-17: 液压软管 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYu,/part-number/d2900-12-50-17,Request Quote,/rfq/new?partNumber=D2900-12-50-17,PUBLISHED_READY,2026-09-18
PN-001659,D37-1212,d37-1212,Sandvik / EIMCO,Underground LHD,ED10,Hose/Fitting,90度弯头,,90度弯头,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 8, item 40; ED10 parts manual page 35, item 44; ED10 parts manual page 44, item 5",伊泰LS190-ED10配件手册.pdf,D37-1212 — 90度弯头,D37-1212 90度弯头 | ED10 Spare Part,Verified part number D37-1212: 90度弯头 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/d37-1212,Request Quote,/rfq/new?partNumber=D37-1212,PUBLISHED_READY,2026-09-18
PN-000738,A2U900-293002,a2u900-293002,Sandvik / EIMCO,Underground LHD,ED10,Hose/Fitting,Banlaw 接头,"Banlaw 接头 | Quick Fill Fitting, BANLAW AUS27W",紧急加油 | 快速加油接头,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 8, item 41; ED10 parts manual page 30, item 7; ED10 parts manual page 251, item 16; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 483",SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx | 伊泰LS190-ED10配件手册.pdf,A2U900-293002 — Banlaw 接头,A2U900-293002 Banlaw 接头 | ED10 Spare Part,Verified part number A2U900-293002: Banlaw 接头 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuangp,/part-number/a2u900-293002,Request Quote,/rfq/new?partNumber=A2U900-293002,PUBLISHED_READY,2026-09-18
PN-001050,C2A5L2952,c2a5l2952,Sandvik / EIMCO,Underground LHD,ED10,Other,加油口盖,,加油口盖,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 8, item 42",伊泰LS190-ED10配件手册.pdf,C2A5L2952 — 加油口盖,C2A5L2952 加油口盖 | ED10 Spare Part,Verified part number C2A5L2952: 加油口盖 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/c2a5l2952,Request Quote,/rfq/new?partNumber=C2A5L2952,PUBLISHED_READY,2026-09-18
PN-001777,DA4-1212,da4-1212,Sandvik / EIMCO,Underground LHD,ED10,Hose/Fitting,接头,,接头,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 8, item 43; ED10 parts manual page 13, item 8",伊泰LS190-ED10配件手册.pdf,DA4-1212 — 接头,DA4-1212 接头 | ED10 Spare Part,Verified part number DA4-1212: 接头 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/da4-1212,Request Quote,/rfq/new?partNumber=DA4-1212,PUBLISHED_READY,2026-09-18
PN-001544,D17-27,d17-27,Sandvik / EIMCO,Underground LHD,ED10,Hose/Fitting,90度弯头,,90度弯头 | 接头 | 弯头,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 8, item 44; ED10 parts manual page 203, item 13; ED10 parts manual page 211, item 4; ED10 parts manual page 262, item 11; ED10 parts manual page 294, item 10; ED10 parts manual page 296, item 11",伊泰LS190-ED10配件手册.pdf,D17-27 — 90度弯头,D17-27 90度弯头 | ED10 Spare Part,Verified part number D17-27: 90度弯头 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/d17-27,Request Quote,/rfq/new?partNumber=D17-27,PUBLISHED_READY,2026-09-18
PN-001059,C2A7C0874,c2a7c0874,Sandvik / EIMCO,Underground LHD,ED10,Other,油尺夹,,油尺夹,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 9, item 45",伊泰LS190-ED10配件手册.pdf,C2A7C0874 — 油尺夹,C2A7C0874 油尺夹 | ED10 Spare Part,Verified part number C2A7C0874: 油尺夹 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/c2a7c0874,Request Quote,/rfq/new?partNumber=C2A7C0874,PUBLISHED_READY,2026-09-18
PN-000160,445502759,445502759,Sandvik / EIMCO,Underground LHD,ED10,Fastener,六角头螺栓,,六角头螺栓,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 9, item 46; ED10 parts manual page 67, item 8; ED10 parts manual page 112, item 11",伊泰LS190-ED10配件手册.pdf,445502759 — 六角头螺栓,445502759 六角头螺栓 | ED10 Spare Part,Verified part number 445502759: 六角头螺栓 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/445502759,Request Quote,/rfq/new?partNumber=445502759,PUBLISHED_READY,2026-09-18
PN-000190,450061617,450061617,Sandvik / EIMCO,Underground LHD,ED10,Fastener,平垫圈,,平垫圈,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 9, item 47; ED10 parts manual page 42, item 6; ED10 parts manual page 279, item 17; ED10 parts manual page 300, item 4",伊泰LS190-ED10配件手册.pdf,450061617 — 平垫圈,450061617 平垫圈 | ED10 Spare Part,Verified part number 450061617: 平垫圈 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/450061617,Request Quote,/rfq/new?partNumber=450061617,PUBLISHED_READY,2026-09-18
PN-000201,450081120,450081120,Sandvik / EIMCO,Underground LHD,ED10,Fastener,弹簧垫圈,,弹簧垫圈 | 垫圈,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 9, item 48; ED10 parts manual page 18, item 24; ED10 parts manual page 26, item 15; ED10 parts manual page 35, item 41; ED10 parts manual page 39, item 27; ED10 parts manual page 42, item 4; ED10 parts manual page 44, item 21; ED10 parts manual page 67, item 11; ED10 parts manual page 77, item 5; ED10 parts manual page 279, item 15",伊泰LS190-ED10配件手册.pdf,450081120 — 弹簧垫圈,450081120 弹簧垫圈 | ED10 Spare Part,Verified part number 450081120: 弹簧垫圈 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/450081120,Request Quote,/rfq/new?partNumber=450081120,PUBLISHED_READY,2026-09-18
PN-000210,455309030,455309030,Sandvik / EIMCO,Underground LHD,ED10,Fastener,六角螺母,,六角螺母,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 9, item 49",伊泰LS190-ED10配件手册.pdf,455309030 — 六角螺母,455309030 六角螺母 | ED10 Spare Part,Verified part number 455309030: 六角螺母 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/455309030,Request Quote,/rfq/new?partNumber=455309030,PUBLISHED_READY,2026-09-18
PN-000164,445502795,445502795,Sandvik / EIMCO,Underground LHD,ED10,Fastener,六角头螺栓,,六角头螺栓 | 螺栓,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 9, item 50; ED10 parts manual page 57, item 20; ED10 parts manual page 275, item 4",伊泰LS190-ED10配件手册.pdf,445502795 — 六角头螺栓,445502795 六角头螺栓 | ED10 Spare Part,Verified part number 445502795: 六角头螺栓 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/445502795,Request Quote,/rfq/new?partNumber=445502795,PUBLISHED_READY,2026-09-18
PN-000167,445502802,445502802,Sandvik / EIMCO,Underground LHD,ED10,Fastener,六角头螺栓,,六角头螺栓,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 9, item 51; ED10 parts manual page 176, item 22; ED10 parts manual page 176, item 32; ED10 parts manual page 183, item 15; ED10 parts manual page 183, item 34",伊泰LS190-ED10配件手册.pdf,445502802 — 六角头螺栓,445502802 六角头螺栓 | ED10 Spare Part,Verified part number 445502802: 六角头螺栓 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/445502802,Request Quote,/rfq/new?partNumber=445502802,PUBLISHED_READY,2026-09-18
PN-000507,A2U220-211043-0,a2u220-211043-0,Sandvik / EIMCO,Underground LHD,ED10,Engine,"发动机, CAT 3126TA, 工厂",,"发动机, CAT 3126TA, 工厂",EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 9, item 52",伊泰LS190-ED10配件手册.pdf,"A2U220-211043-0 — 发动机, CAT 3126TA, 工厂","A2U220-211043-0 发动机, CAT 3126TA, 工厂 | ED10 Spare Part","Verified part number A2U220-211043-0: 发动机, CAT 3126TA, 工厂 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts supplie",/part-number/a2u220-211043-0,Request Quote,/rfq/new?partNumber=A2U220-211043-0,PUBLISHED_READY,2026-09-18
PN-000533,A2U220-250133,a2u220-250133,Sandvik / EIMCO,Underground LHD,ED10,Other,排气－出口管,,排气－出口管,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 13, item 1",伊泰LS190-ED10配件手册.pdf,A2U220-250133 — 排气－出口管,A2U220-250133 排气－出口管 | ED10 Spare Part,Verified part number A2U220-250133: 排气－出口管 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiY,/part-number/a2u220-250133,Request Quote,/rfq/new?partNumber=A2U220-250133,PUBLISHED_READY,2026-09-18
PN-000688,A2U900-171567,a2u900-171567,Sandvik / EIMCO,Underground LHD,ED10,Other,标牌,,标牌,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 13, item 2",伊泰LS190-ED10配件手册.pdf,A2U900-171567 — 标牌,A2U900-171567 标牌 | ED10 Spare Part,Verified part number A2U900-171567: 标牌 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/a2u900-171567,Request Quote,/rfq/new?partNumber=A2U900-171567,PUBLISHED_READY,2026-09-18
PN-000722,A2U900-250134,a2u900-250134,Sandvik / EIMCO,Underground LHD,ED10,Other,废气调节器组,,废气调节器组,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 13, item 3; ED10 parts manual page 15, item 1",伊泰LS190-ED10配件手册.pdf,A2U900-250134 — 废气调节器组,A2U900-250134 废气调节器组 | ED10 Spare Part,Verified part number A2U900-250134: 废气调节器组 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiY,/part-number/a2u900-250134,Request Quote,/rfq/new?partNumber=A2U900-250134,PUBLISHED_READY,2026-09-18
PN-000723,A2U900-250135,a2u900-250135,Sandvik / EIMCO,Underground LHD,ED10,Other,净气器总成,,净气器总成 | 废气歧管组,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 13, item 4; ED10 parts manual page 15, item 2",伊泰LS190-ED10配件手册.pdf,A2U900-250135 — 净气器总成,A2U900-250135 净气器总成 | ED10 Spare Part,Verified part number A2U900-250135: 净气器总成 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYu,/part-number/a2u900-250135,Request Quote,/rfq/new?partNumber=A2U900-250135,PUBLISHED_READY,2026-09-18
PN-000724,A2U900-250151,a2u900-250151,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,隔离阀安装,,隔离阀安装,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 13, item 5",伊泰LS190-ED10配件手册.pdf,A2U900-250151 — 隔离阀安装,A2U900-250151 隔离阀安装 | ED10 Spare Part,Verified part number A2U900-250151: 隔离阀安装 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYu,/part-number/a2u900-250151,Request Quote,/rfq/new?partNumber=A2U900-250151,PUBLISHED_READY,2026-09-18
PN-000899,A2U936-255187,a2u936-255187,Sandvik / EIMCO,Underground LHD,ED10,Hose/Fitting,90度弯头,,90度弯头,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 13, item 6",伊泰LS190-ED10配件手册.pdf,A2U936-255187 — 90度弯头,A2U936-255187 90度弯头 | ED10 Spare Part,Verified part number A2U936-255187: 90度弯头 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYu,/part-number/a2u936-255187,Request Quote,/rfq/new?partNumber=A2U936-255187,PUBLISHED_READY,2026-09-18
PN-001757,D67-12,d67-12,Sandvik / EIMCO,Underground LHD,ED10,Other,插座,,插座,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 13, item 7",伊泰LS190-ED10配件手册.pdf,D67-12 — 插座,D67-12 插座 | ED10 Spare Part,Verified part number D67-12: 插座 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/d67-12,Request Quote,/rfq/new?partNumber=D67-12,PUBLISHED_READY,2026-09-18
PN-000897,A2U936-255184,a2u936-255184,Sandvik / EIMCO,Underground LHD,ED10,Hose/Fitting,软管尾端,,软管尾端,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 13, item 9; ED10 parts manual page 28, item 4",伊泰LS190-ED10配件手册.pdf,A2U936-255184 — 软管尾端,A2U936-255184 软管尾端 | ED10 Spare Part,Verified part number A2U936-255184: 软管尾端 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun,/part-number/a2u936-255184,Request Quote,/rfq/new?partNumber=A2U936-255184,PUBLISHED_READY,2026-09-18
PN-001511,D115-19,d115-19,Sandvik / EIMCO,Underground LHD,ED10,Hose/Fitting,水软管,,水软管,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 13, item 10; ED10 parts manual page 35, item 28",伊泰LS190-ED10配件手册.pdf,D115-19 — 水软管,D115-19 水软管 | ED10 Spare Part,Verified part number D115-19: 水软管 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/d115-19,Request Quote,/rfq/new?partNumber=D115-19,PUBLISHED_READY,2026-09-18
