pn_id,part_number,brand,equipment,model,model_evidence,verification,evidence_summary,relation_status
PN-001649,D2NP14-8343,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 24, item 8; ED10 parts manual page 57, item 16; ED10 parts manual page 67, item 13; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 150; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 12; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 58; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 101; Purchase Order-Shanxi.xlsx, Sheet1, row 11; Purchase Order-Shanxi.xlsx, Sheet1, row 17; Purchase Order-Shanxi.xlsx, Sheet1, row 22",ACTIVE
PN-001649,D2NP14-8343,Sandvik / EIMCO,Underground LHD,LS190,EXPLICIT,VERIFIED,"ED10 parts manual page 24, item 8; ED10 parts manual page 57, item 16; ED10 parts manual page 67, item 13; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 150; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 12; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 58; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 101; Purchase Order-Shanxi.xlsx, Sheet1, row 11; Purchase Order-Shanxi.xlsx, Sheet1, row 17; Purchase Order-Shanxi.xlsx, Sheet1, row 22",ACTIVE
PN-000171,445502842,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 24, item 10; ED10 parts manual page 24, item 11; ED10 parts manual page 36, item 47; ED10 parts manual page 44, item 1; ED10 parts manual page 173, item 17; ED10 parts manual page 183, item 19; ED10 parts manual page 275, item 6; ED10 parts manual page 279, item 13; ED10 parts manual page 319, item 12",ACTIVE
PN-000325,64404408,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 24, item 12; ED10 parts manual page 39, item 22; ED10 parts manual page 49, item 28; ED10 parts manual page 183, item 22; ED10 parts manual page 232, item 6; ED10 parts manual page 279, item 18",ACTIVE
PN-000034,A2U936-694046,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 24, item 13; 山特维克ls190-20260806.xlsx, Sheet1, row 24; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 75",ACTIVE
PN-000584,A2U220-291228,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 24, item 14",ACTIVE
PN-000140,445402816,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 26, item 1",ACTIVE
PN-000737,A2U900-292008,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 26, item 2",ACTIVE
PN-000691,A2U900-191928,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 26, item 3; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 10",ACTIVE
PN-000541,A2U220-252039,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 26, item 4",ACTIVE
PN-000481,A2U220-196142,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 26, item 5",ACTIVE
PN-000847,A2U913-252021,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 26, item 6",ACTIVE
PN-000726,A2U900-252050,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 26, item 7",ACTIVE
PN-000610,A2U220-378028,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 26, item 8",ACTIVE
PN-000611,A2U220-378029,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 26, item 9",ACTIVE
PN-000184,445504761,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 26, item 10",ACTIVE
PN-000211,455309034,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 26, item 11; ED10 parts manual page 39, item 30; ED10 parts manual page 39, item 31; ED10 parts manual page 42, item 10; ED10 parts manual page 80, item 14; ED10 parts manual page 183, item 17; ED10 parts manual page 183, item 35",ACTIVE
PN-000216,455669034,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 26, item 12; ED10 parts manual page 28, item 15; ED10 parts manual page 46, item 4; ED10 parts manual page 173, item 20; ED10 parts manual page 209, item 7",ACTIVE
PN-000895,A2U925-263001,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 28, item 1; ED10 parts manual page 35, item 45; ED10 parts manual page 44, item 7",ACTIVE
PN-000727,A2U900-253007,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 28, item 2",ACTIVE
PN-000702,A2U900-237007,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 28, item 3; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 63",ACTIVE
PN-000699,A2U900-231034,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 28, item 5",ACTIVE
PN-000728,A2U900-254054,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 28, item 6",ACTIVE
PN-000048,A2U921-254035,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 28, item 7; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 98; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 67",ACTIVE
PN-000906,A2U955-252017,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 28, item 8",ACTIVE
PN-000394,A2U130-255261,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 28, item 9",ACTIVE
PN-000538,A2U220-251093,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 28, item 10",ACTIVE
PN-000785,A2U900-592030,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 28, item 11; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 159",ACTIVE
PN-000753,A2U900-392117,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 28, item 12; ED10 parts manual page 30, item 10",ACTIVE
PN-000142,445402820,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 28, item 13",ACTIVE
PN-000523,A2U220-232019,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 30, item 1",ACTIVE
PN-000347,912-3072394,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 30, item 2; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 49",ACTIVE
PN-000335,65823042,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 30, item 3; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 102",ACTIVE
PN-000392,A2U130-238006,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 30, item 4; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 99",ACTIVE
PN-000522,A2U220-231039,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 30, item 5",ACTIVE
PN-001506,CN77-12,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 30, item 6",ACTIVE
PN-001673,D40-2424,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 30, item 8",ACTIVE
PN-000701,A2U900-237005,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 30, item 9; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 101",ACTIVE
PN-000180,445502939,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 30, item 11",ACTIVE
PN-001778,DA4-2424,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 30, item 12",ACTIVE
PN-000747,A2U900-392100,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 30, item 14; ED10 parts manual page 80, item 19; ED10 parts manual page 180, item 4",ACTIVE
PN-000700,A2U900-237004,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 30, item 15",ACTIVE
PN-000573,A2U220-265065,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 1; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 93",ACTIVE
PN-001742,D60-8,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 2",ACTIVE
PN-001648,D2NP14-8337,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 3; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 144; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 94",ACTIVE
PN-000569,A2U220-265060,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 4",ACTIVE
PN-000568,A2U220-265058,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 5",ACTIVE
PN-001644,D2NP10-5541,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 6; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 92; Purchase Order-Shanxi.xlsx, Sheet1, row 21",ACTIVE
PN-001644,D2NP10-5541,Sandvik / EIMCO,Underground LHD,LS190,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 6; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 92; Purchase Order-Shanxi.xlsx, Sheet1, row 21",ACTIVE
PN-000571,A2U220-265063,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 7",ACTIVE
PN-001509,D110-48,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 9",ACTIVE
PN-001848,P2FHB,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 10; ED10 parts manual page 44, item 12; ED10 parts manual page 304, item 20; ED10 parts manual page 308, item 5",ACTIVE
PN-001510,D115-125,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 11",ACTIVE
PN-001699,D52 1207,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 14",ACTIVE
PN-001750,D62-12,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 15; ED10 parts manual page 243, item 6; ED10 parts manual page 243, item 8; ED10 parts manual page 285, item 12",ACTIVE
PN-001700,D52 87,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 16",ACTIVE
PN-001686,D50-77,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 17; ED10 parts manual page 203, item 9; ED10 parts manual page 243, item 14; ED10 parts manual page 294, item 11; ED10 parts manual page 300, item 17",ACTIVE
PN-001513,D15 47,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 18; ED10 parts manual page 289, item 4",ACTIVE
PN-000831,A2U900-694090,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,ED10 manual page 35 lists A2U900-694090 in Engine Cooling Group as engine coolant transmitter; ED10 safety schematic identifies ENGINE COOLANT THERMOSTATS (2 OFF) 103°C - A2U900-694090. RFQ wording 'VALVE TEMP SHUTDOWN 103 DEG' is functional wording.,ACTIVE
PN-000572,A2U220-265064,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 21",ACTIVE
PN-001895,VGB7,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 23; ED10 parts manual page 302, item 4",ACTIVE
PN-001056,C2A6V3940,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 24",ACTIVE
PN-000570,A2U220-265061,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 25",ACTIVE
PN-001044,C2A2W7212,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 26; ED10 parts manual page 36, item 55",ACTIVE
PN-001035,C2A1028392,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 27",ACTIVE
PN-001670,D39-1212,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 29",ACTIVE
PN-000848,A2U913-255197,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 30; ED10 parts manual page 44, item 13",ACTIVE
PN-001661,D37-44,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 32; ED10 parts manual page 279, item 6",ACTIVE
PN-001772,D95-1712,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 33",ACTIVE
PN-001664,D38-1212,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 34",ACTIVE
PN-001037,C2A1325243,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 35",ACTIVE
PN-000733,A2U900-260073,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 36",ACTIVE
PN-001053,C2A5S1218,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 37; ED10 parts manual page 44, item 19; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 38",ACTIVE
PN-000735,A2U900-291249,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 38; ED10 parts manual page 44, item 15; ED10 parts manual page 275, item 18; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 108; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 36; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 254",ACTIVE
PN-000900,A2U936-263005,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 39; ED10 parts manual page 44, item 17",ACTIVE
PN-000163,445502767,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 42; ED10 parts manual page 44, item 2",ACTIVE
PN-001667,D39-0404,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 35, item 43; ED10 parts manual page 44, item 3",ACTIVE
PN-000202,450081124,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 36, item 46; ED10 parts manual page 39, item 23; ED10 parts manual page 44, item 20; ED10 parts manual page 49, item 29; ED10 parts manual page 173, item 16; ED10 parts manual page 176, item 16; ED10 parts manual page 183, item 20; ED10 parts manual page 186, item 7; ED10 parts manual page 230, item 3; ED10 parts manual page 235, item 3; ED10 parts manual page 254, item 3; ED10 parts manual page 275, item 11; ED10 parts manual page 279, item 20; ED10 parts manual page 317, item 6",ACTIVE
PN-000559,A2U220-261077,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 36, item 48",ACTIVE
PN-001851,P3RVD,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 36, item 49; ED10 parts manual page 39, item 33",ACTIVE
PN-000557,A2U220-261072,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 36, item 50",ACTIVE
PN-000574,A2U220-267109,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 36, item 51",ACTIVE
PN-001054,C2A5S4629,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 36, item 52; ED10 parts manual page 44, item 9; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 39",ACTIVE
PN-001052,C2A5S1213,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 36, item 53; ED10 parts manual page 44, item 8",ACTIVE
PN-000567,A2U220-265055,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 36, item 54",ACTIVE
PN-000560,A2U220-261078,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 1",ACTIVE
PN-000640,A2U220-521048,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 2",ACTIVE
PN-000579,A2U220-267118,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 3",ACTIVE
PN-000135,445208762,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 4",ACTIVE
PN-001790,DA82-171717,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 5; ED10 parts manual page 247, item 9",ACTIVE
PN-001702,D52-1217,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 6",ACTIVE
PN-000669,A2U220-594468,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 7",ACTIVE
PN-001683,D50-1717,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 8; ED10 parts manual page 216, item 8; ED10 parts manual page 230, item 16; ED10 parts manual page 243, item 20",ACTIVE
PN-001540,D17-1217,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 9; ED10 parts manual page 247, item 2; ED10 parts manual page 251, item 18",ACTIVE
PN-001591,D2900-12-140-17,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 10; ED10 parts manual page 220, item 9; ED10 parts manual page 223, item 15; ED10 parts manual page 240, item 3; ED10 parts manual page 251, item 3",ACTIVE
PN-001593,D2900-12-230-17,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 11",ACTIVE
PN-001599,D2900-12-70-17,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 12",ACTIVE
PN-001587,D2900-06-400-09,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 13",ACTIVE
PN-000576,A2U220-267112,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 16",ACTIVE
PN-000575,A2U220-267111,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 17",ACTIVE
PN-000577,A2U220-267113,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 18; LS 190-PO.xlsx, Table1, row 18; LS_190_-REQUIREMENT20260107.xlsx, Sheet1, row 25; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 141",ACTIVE
PN-000577,A2U220-267113,Sandvik / EIMCO,Underground LHD,LS190,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 18; LS 190-PO.xlsx, Table1, row 18; LS_190_-REQUIREMENT20260107.xlsx, Sheet1, row 25; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 141",ACTIVE
PN-000578,A2U220-267116,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 19",ACTIVE
PN-000465,A2U220-1911080,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 20",ACTIVE
PN-000585,A2U220-291237,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 21",ACTIVE
PN-000176,445502848,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 24; ED10 parts manual page 176, item 15; ED10 parts manual page 186, item 6",ACTIVE
PN-000175,445502847,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 25; ED10 parts manual page 49, item 27; ED10 parts manual page 169, item 9; ED10 parts manual page 171, item 9; ED10 parts manual page 183, item 26",ACTIVE
PN-000754,A2U900-392131,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 26",ACTIVE
PN-000168,445502806,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 28; ED10 parts manual page 67, item 9; ED10 parts manual page 209, item 11",ACTIVE
PN-001559,D21-0806,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 32",ACTIVE
PN-001522,D15-2021,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 34; ED10 parts manual page 251, item 14; ED10 parts manual page 279, item 12",ACTIVE
PN-001561,D21-2016,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 35; ED10 parts manual page 252, item 53",ACTIVE
PN-000436,A2U130-596196,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 36; ED10 parts manual page 252, item 54",ACTIVE
PN-001603,D2900-16-180-21,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 37; ED10 parts manual page 252, item 50",ACTIVE
PN-001604,D2900-16-230-21,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 38",ACTIVE
PN-001533,D16-2121,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 39",ACTIVE
PN-000592,A2U220-318001,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 40; ED10 parts manual page 251, item 12; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 106",ACTIVE
PN-000136,445208770,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 39, item 41",ACTIVE
PN-000558,A2U220-261073,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 42, item 1",ACTIVE
PN-000564,A2U220-262088,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 42, item 2",ACTIVE
PN-000566,A2U220-262096,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 42, item 3",ACTIVE
PN-000161,445502761,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 42, item 5",ACTIVE
PN-001838,L600001136,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 42, item 9",ACTIVE
PN-000543,A2U220-252046,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 42, item 11",ACTIVE
PN-000141,445402819,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 42, item 12",ACTIVE
